nivel,tienda,mes,area_batch,estado_veterana,n_dias,n_lotes,uds_total,uds_media_lote,p1_min_medio,p2_min_medio,p3_min_medio,p23_min_medio,p4_min_medio,p5_min_medio,p6_min_medio,p7_min_medio,prep_min_medio,total_min_util_medio,p1_ef_min_medio,p2_ef_min_medio,p3_ef_min_medio,p23_ef_min_medio,p4_ef_min_medio,p5_ef_min_medio,p6_ef_min_medio,p7_ef_min_medio,prep_ef_min_medio,total_min_efec_medio,p1_par_min_medio,p2_par_min_medio,p3_par_min_medio,p23_par_min_medio,p4_par_min_medio,p5_par_min_medio,p6_par_min_medio,p7_par_min_medio,prep_par_min_medio,total_min_paradas_medio,p1_pct_medio,p2_pct_medio,p3_pct_medio,p23_pct_medio,p4_pct_medio,p5_pct_medio,p6_pct_medio,p7_pct_medio,prep_pct_medio,p1_ef_pct_medio,p2_ef_pct_medio,p3_ef_pct_medio,p23_ef_pct_medio,p4_ef_pct_medio,p5_ef_pct_medio,p6_ef_pct_medio,p7_ef_pct_medio,prep_ef_pct_medio,p1_par_pct_medio,p2_par_pct_medio,p3_par_pct_medio,p23_par_pct_medio,p4_par_pct_medio,p5_par_pct_medio,p6_par_pct_medio,p7_par_pct_medio,prep_par_pct_medio,prod_total_min_ud_media,prod_efectiva_min_ud_media,uph_total_media,uph_efec_media,prod_real_oficial,prod_efec_oficial
tienda_trim,4315,,REFRIGERADO,Veterana,78,397,39.260,"98,7","0,3275","5,49","11,61",0,0,"0,8814","2,86","3,09","17,1","24,27","0,3085","5,49","11,38",0,0,"0,8814","2,86","2,54","16,88","23,47","0,019",0,"0,2297",0,0,0,0,"0,5532","0,2297","0,8019","0,0136","0,2274","0,4784",0,0,"0,0364","0,1178","0,1264","0,7058","0,0132","0,2351","0,4847",0,0,"0,0376","0,1212","0,1083","0,7197","0,0333",0,"0,3673",0,0,0,0,"0,5993","0,3673","0,2476","0,2394","245,93","253,79",,
tienda_trim,4315,,CONGELADO,Veterana,78,312,11.741,"37,65","0,4102","2,29","5,32",0,0,"0,9723","2,18","2,93","7,62","14,11","0,3906","2,29","5,18",0,0,"0,8904","2,18","2,33","7,48","13,27","0,0196",0,"0,1448",0,0,"0,0819",0,"0,5972","0,1448","0,8434","0,0296","0,165","0,3726",0,0,"0,0694","0,1581","0,2052","0,5377","0,0303","0,1736","0,3869",0,0,"0,0678","0,1657","0,1758","0,5605","0,0526",0,"0,0967",0,0,"0,0913",0,"0,7594","0,0967","0,3835","0,3603","163,73","172,28",,
tienda_trim,4315,,FRESCOS,Veterana,78,382,23.308,"61,03","0,3409",0,0,"15,97","1,15","1,21","4,05","3,69","15,97","26,41","0,3409",0,0,"15,52","1,15","1,15","4,03","2,09","15,52","24,28",0,0,0,"0,445",0,"0,0642","0,0195","1,6","0,445","2,13","0,0131",0,0,"0,6028","0,0434","0,046","0,154","0,1406","0,6028","0,0142",0,0,"0,6382","0,0472","0,0475","0,1667","0,0861","0,6382",0,0,0,"0,2033",0,"0,0225","0,0172","0,7569","0,2033","0,4367","0,4011","140,27","152,63",,
tienda_trim,4315,,FYV,Veterana,78,321,23.559,"73,78","0,6071",0,0,"9,13","3,8","0,9065","2,7","2,57","9,13","19,72","0,6071",0,0,"9,05","3,76","0,9065","2,7","1,24","9,05","18,27",0,0,0,"0,0852","0,0366",0,0,"1,33","0,0852","1,45","0,0311",0,0,"0,4637","0,1926","0,0477","0,1402","0,1247","0,4637","0,0334",0,0,"0,4938","0,2046","0,0509","0,1498","0,0675","0,4938",0,0,0,"0,0769","0,0366",0,0,"0,8865","0,0769","0,2715","0,2528","227,24","244,39",,
tienda_trim,4315,,HORNO,Veterana,78,207,3.924,"18,91","0,3435","0,7185","1,11",0,0,"0,3187","1,71","0,9825","1,83","5,19","0,3029","0,7185","1,07",0,0,"0,2791","1,71","0,2618","1,78","4,34","0,0406",0,"0,0452",0,0,"0,0396",0,"0,7207","0,0452","0,8461","0,0685","0,1519","0,2212",0,0,"0,0646","0,3602","0,1336","0,3731","0,067","0,1676","0,2407",0,0,"0,0651","0,4062","0,0534","0,4083","0,0625",0,"0,0625",0,0,"0,0625",0,"0,8125","0,0625","0,29","0,2398","245,94","273,31",,
tienda_trim,4315,,PENDIENTES,Veterana,50,64,143,"2,2","0,1981","0,286","0,286",0,"0,0033","0,2129","0,4","4,34","0,5721","5,73","0,1981","0,286","0,286",0,"0,0033","0,2129","0,4","0,829","0,5721","2,22",0,0,0,0,0,0,0,"3,51",0,"3,51","0,092","0,0955","0,0676",0,"0,0022","0,135","0,1436","0,4641","0,1631","0,1305","0,137","0,1003",0,"0,0022","0,1976","0,2512","0,1812","0,2373",0,0,0,0,0,0,0,1,0,"3,12","1,16","75,24","123,67",,
tienda_trim,4346,,GLOBAL,Liebre,76,,285.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2984","0,2854"
tienda_trim,4346,,SECOS,Veterana,76,1.027,157.368,"152,53","1,29","10,33","22,52",0,0,"1,41","1,56","3,68","32,85","40,78","1,22","10,3","22,19",0,0,"1,34","1,56","2,47","32,48","39,07","0,0671","0,0384","0,3279",0,0,"0,07",0,"1,21","0,3663","1,71","0,0315","0,2529","0,5519",0,0,"0,0347","0,0383","0,0907","0,8048","0,0313","0,2628","0,5681",0,0,"0,0344","0,0399","0,0635","0,8308","0,0367","0,0321","0,1264",0,0,"0,0276",0,"0,7772","0,1585","0,269","0,2578","224,4","234,18",,
tienda_trim,4346,,REFRIGERADO,Veterana,76,511,52.577,"102,34","1,39","6,7","13,6",0,0,"1,13","2,56","3,41","20,3","28,79","1,32","6,6","12,86",0,0,1,"2,54","2,53","19,46","26,85","0,0734","0,0991","0,742",0,0,"0,1274","0,0191","0,8773","0,8411","1,94","0,0487","0,2323","0,4728",0,0,"0,0394","0,0886","0,1182","0,7051","0,0493","0,2447","0,4795",0,0,"0,0377","0,0941","0,0947","0,7242","0,0436","0,0567","0,391",0,0,"0,0484","0,009","0,4514","0,4476","0,2833","0,2642","215,18","230,04",,
tienda_trim,4346,,CONGELADO,Veterana,76,363,15.576,"43,2","1,54","3,03","7,73",0,0,"0,9124","1,99","3,04","10,76","18,23","1,49","3,01","7,25",0,0,"0,75","1,96","2,53","10,26",17,"0,0481","0,0122","0,4799",0,0,"0,1623","0,029","0,5025","0,4921","1,23","0,085","0,1633","0,4243",0,0,"0,0496","0,1101","0,1678","0,5876","0,0884","0,1746","0,427",0,0,"0,0443","0,1161","0,1496","0,6016","0,0369","0,0156","0,396",0,0,"0,1247","0,0085","0,4183","0,4116","0,4292","0,4006","143,72","153,51",,
tienda_trim,4346,,FRESCOS,Veterana,76,424,30.575,"71,88","1,64",0,0,"17,43","1,12","1,06","3,84","2,52","17,43","27,61","1,57",0,0,"17,22","1,12","1,06","3,82","2,1","17,22","26,89","0,0759",0,0,"0,2047",0,0,"0,0211","0,418","0,2047","0,7197","0,0594",0,0,"0,63","0,0403","0,0386","0,1406","0,091","0,63","0,0582",0,0,"0,639","0,0414","0,0396","0,1431","0,0788","0,639","0,1379",0,0,"0,2723",0,0,"0,0345","0,5553","0,2723","0,3867","0,3771",157,"160,95",,
tienda_trim,4346,,FYV,Veterana,76,344,23.603,"68,55","1,76",0,0,"8,63","3,84","1,46","2,93","1,87","8,63","20,48","1,7",0,0,"8,58","3,79","1,46","2,93","1,39","8,58","19,85","0,0548",0,0,"0,0573","0,0492",0,0,"0,4762","0,0573","0,6376","0,086",0,0,"0,4217","0,1873","0,0722","0,1439","0,0888","0,4217","0,0861",0,0,"0,4303","0,1905","0,0742","0,1481","0,0706","0,4303","0,1156",0,0,"0,097","0,0831",0,0,"0,7042","0,097","0,3063","0,2959","201,86","207,11",,
tienda_trim,4346,,HORNO,Veterana,76,213,3.866,"18,18","0,36","1,16","1,52",0,0,"1,09","3,19","0,4248","2,68","7,74","0,36","1,16","1,49",0,0,"1,09","3,19","0,3314","2,65","7,61",0,0,"0,0342",0,0,0,0,"0,0934","0,0342","0,1276","0,0487","0,1508","0,1923",0,0,"0,1422","0,4199","0,046","0,3431","0,049","0,1522","0,1912",0,0,"0,1432","0,4223","0,042","0,3434",0,0,"0,5",0,0,0,0,"0,5","0,5","0,4493","0,4453","145,99","147,19",,
tienda_trim,4346,,PENDIENTES,Veterana,76,181,1.459,"7,87","0,5074","0,7559","1,43",0,0,"0,5419","1,85","0,4798","2,19","5,57","0,4805","0,7559","1,1",0,0,"0,5034","1,82","0,2757","1,86","4,94","0,0269",0,"0,3274",0,0,"0,0384","0,03","0,2041","0,3274","0,6269","0,1086","0,1382","0,2036",0,0,"0,1201","0,3517","0,0778","0,3417","0,1104","0,1481","0,1863",0,0,"0,1221","0,3789","0,0543","0,3343","0,0833",0,"0,3333",0,0,"0,0833","0,0833","0,4167","0,3333","0,9943","0,8022","99,97","106,14",,
tienda_trim,4353,,GLOBAL,Liebre,77,,43.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2898","0,2402"
tienda_trim,4353,,SECOS,No veterana,77,195,25.502,"124,43","0,5167","9,99","16,47",0,0,"0,1728","0,3173","5,43","26,46","32,89","0,5167","9,99","16,47",0,0,"0,1728","0,3173","1,68","26,46","29,14",0,0,0,0,0,0,0,"3,75",0,"3,75","0,0174","0,3036","0,5003",0,0,"0,0055","0,01","0,1632","0,8039","0,0192","0,3381","0,5612",0,0,"0,006","0,0112","0,0642","0,8993",0,0,0,0,0,0,0,1,0,"0,2731","0,2432","228,34","255,79",,
tienda_trim,4353,,REFRIGERADO,No veterana,77,92,6.822,"71,9","0,1763","4,42","6,83",0,0,"0,1483","0,4848","4,56","11,25","16,62","0,1763","4,42","6,83",0,0,"0,1483","0,4848","0,4179","11,25","12,48",0,0,0,0,0,0,0,"4,14",0,"4,14","0,0143","0,2846","0,4527",0,0,"0,0107","0,0363","0,2013","0,7374","0,0168","0,3438","0,5415",0,0,"0,0125","0,042","0,0435","0,8852",0,0,0,0,0,0,0,1,0,"0,2288","0,1787","289,77","352,41",,
tienda_trim,4353,,CONGELADO,No veterana,77,81,2.470,"30,55","0,2483","2,28","4,2",0,0,"0,1675","0,7974","4,42","6,48","12,11","0,2483","2,28","4,09",0,0,"0,1675","0,7974","0,7926","6,38","8,38",0,0,"0,1032",0,0,0,0,"3,63","0,1032","3,73","0,0303","0,2019","0,3712",0,0,"0,0203","0,0805","0,2958","0,5731","0,0393","0,2618","0,4744",0,0,"0,0253","0,1022","0,0971","0,7362",0,0,"0,0333",0,0,0,0,"0,9667","0,0333","0,4338","0,2862","188,5","244,44",,
tienda_trim,4353,,FRESCOS,No veterana,77,83,4.108,"48,86","0,2683",0,0,"9,36","0,5579","0,9004","1,31","6,65","9,36","19,04","0,2683",0,0,"9,36","0,5579","0,9004","1,22","1,83","9,36","14,14",0,0,0,0,0,0,"0,0861","4,81",0,"4,9","0,0161",0,0,"0,5099","0,0257","0,0536","0,074","0,3207","0,5099","0,0208",0,0,"0,6408","0,0331","0,0687","0,0905","0,1462","0,6408",0,0,0,0,0,0,"0,0263","0,9737",0,"0,4765","0,3568","166,21","210,62",,
tienda_trim,4353,,FYV,No veterana,76,76,3.063,"40,3","0,384",0,0,"4,1","1,75","0,3815","1,02","4,24","4,1","11,87","0,384",0,0,"4,1","1,75","0,3815","1,02",1,"4,1","8,64",0,0,0,0,0,0,0,"3,23",0,"3,23","0,0511",0,0,"0,3772","0,1739","0,0558","0,1176","0,2245","0,3772","0,0579",0,0,"0,4443","0,2037","0,0637","0,1304","0,1","0,4443",0,0,0,0,0,0,0,1,0,"0,3524","0,2726","263,1","314,27",,
tienda_trim,4353,,HORNO,No veterana,72,72,712,"9,89","0,1437","0,6105","0,621",0,0,"0,1746","0,9186","0,5135","1,23","2,98","0,1437","0,6105","0,621",0,0,"0,1746","0,9186","0,2174","1,23","2,69",0,0,0,0,0,0,0,"0,2961",0,"0,2961","0,0834","0,2006","0,1743",0,0,"0,1024","0,3761","0,0632","0,3749","0,0856","0,2055","0,1775",0,0,"0,1039","0,3832","0,0443","0,383",0,0,0,0,0,0,0,1,0,"0,3436","0,305","313,77","322,77",,
tienda_trim,4353,,PENDIENTES,No veterana,71,74,733,"8,18","0,1791","0,2893","0,3028",0,"0,0125","0,1485","0,7193","0,5968","0,5921","2,25","0,1791","0,2893","0,3028",0,"0,0125","0,1485","0,7193","0,1755","0,5921","1,83",0,0,0,0,0,0,0,"0,4213",0,"0,4213","0,1056","0,1647","0,1249",0,"0,005","0,1298","0,3955","0,0744","0,2897","0,1095","0,1677","0,1283",0,"0,005","0,1379","0,4144","0,0372","0,296",0,0,0,0,0,0,0,1,0,"0,4514","0,3272","301,41","309,35",,
tienda_trim,4389,,GLOBAL,Liebre,78,,163.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2936","0,285"
tienda_trim,4389,,SECOS,Veterana,78,691,86.374,"123,11","0,8043","4,99","24,13",0,0,"0,7259","0,5582","4,18","29,12","35,39","0,7996","4,99","23,99",0,0,"0,7182","0,5582","2,8","28,98","33,86","0,0047",0,"0,1366",0,0,"0,0077",0,"1,38","0,1366","1,53","0,0228","0,1412","0,6808",0,0,"0,0206","0,0158","0,1188","0,822","0,0237","0,1475","0,7076",0,0,"0,0212","0,0165","0,0834","0,8551","0,0034",0,"0,0953",0,0,"0,0058",0,"0,8955","0,0953","0,2895","0,2769","208,65","218,06",,
tienda_trim,4389,,REFRIGERADO,Veterana,78,306,25.506,"83,17","0,8659","3,28","10,96",0,0,"0,8409","1,81","2,7","14,24","20,46","0,8659","3,28","10,94",0,0,"0,8409","1,81","2,44","14,22","20,18",0,0,"0,0207",0,0,0,0,"0,2633","0,0207","0,284","0,0428","0,1601","0,5346",0,0,"0,0413","0,0871","0,134","0,6947","0,0433","0,1625","0,5405",0,0,"0,0418","0,0884","0,1235","0,7029",0,0,"0,0409",0,0,0,0,"0,9591","0,0409","0,2484","0,2451","244,21","247,48",,
tienda_trim,4389,,CONGELADO,Veterana,78,261,11.217,"42,46","0,8318","1,71","6,66",0,0,"0,5059","1,4","2,77","8,37","13,88","0,8318","1,68","6,66",0,0,"0,5059","1,4","2,03","8,34","13,11",0,"0,0333",0,0,0,0,0,"0,7361","0,0333","0,7695","0,061","0,1201","0,4815",0,0,"0,0366","0,1012","0,1996","0,6016","0,0645","0,125","0,5076",0,0,"0,0384","0,1071","0,1575","0,6326",0,"0,04",0,0,0,0,0,"0,96","0,04","0,3341","0,317","184,49","195,09",,
tienda_trim,4389,,FRESCOS,Veterana,78,296,19.432,"64,98","1,06",0,0,"15,79","1,08","0,8951","2,79","2,86","15,79","24,47","1,06",0,0,"15,75","1,08","0,8331","2,79","2,6","15,75","24,11",0,0,0,"0,0405",0,"0,062",0,"0,2599","0,0405","0,3625","0,0443",0,0,"0,6449","0,0432","0,0363","0,1146","0,1166","0,6449","0,0447",0,0,"0,652","0,0438","0,0348","0,1162","0,1085","0,652",0,0,0,"0,1285",0,"0,0909",0,"0,7806","0,1285","0,3823","0,3773","159,65","161,83",,
tienda_trim,4389,,FYV,Veterana,78,261,17.907,"68,04","1,03",0,0,"8,49","3,46","1,16","2,63","2,29","8,49","19,05","1,03",0,0,"8,44","3,43","1,16","2,63","2,25","8,44","18,94",0,0,0,"0,05","0,0264",0,0,"0,0361","0,05","0,1125","0,056",0,0,"0,4406","0,1814","0,0614","0,138","0,1227","0,4406","0,0562",0,0,"0,4408","0,181","0,0617","0,1388","0,1216","0,4408",0,0,0,"0,5","0,25",0,0,"0,25","0,5","0,2899","0,2882","213,81","214,8",,
tienda_trim,4389,,HORNO,Veterana,78,177,2.951,"16,08","0,221","0,5813","0,9313",0,0,"0,3524","1,78","0,1688","1,51","4,03","0,221","0,5813","0,9313",0,0,"0,3524","1,78","0,1688","1,51","4,03",0,0,0,0,0,0,0,0,0,0,"0,06","0,1412","0,2095",0,0,"0,0981","0,4506","0,0406","0,3507","0,06","0,1412","0,2095",0,0,"0,0981","0,4506","0,0406","0,3507",,,,,,,,,,"0,2867","0,2867","266,41","266,41",,
tienda_trim,4389,,PENDIENTES,Veterana,17,18,55,3,"0,35","0,2148","0,1481",0,0,"0,1432","0,3762","3,14","0,3629","4,37","0,35","0,2148","0,1481",0,0,"0,1432","0,3762","2,66","0,3629","3,9",0,0,0,0,0,0,0,"0,4781",0,"0,4781","0,107","0,0637","0,0314",0,0,"0,0642","0,1071","0,6266","0,0951","0,1278","0,0685","0,0387",0,0,"0,0726","0,1194","0,5731","0,1072",0,0,0,0,0,0,0,1,0,"2,31","2,14","59,95","72,88",,
tienda_trim,4413,,GLOBAL,Liebre,77,,324.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2871","0,2636"
tienda_trim,4413,,SECOS,Veterana,77,1.289,194.209,"149,15","1,2","7,26","24,31",0,0,"1,07","0,8058","5,68","31,57","40,32","1,1","7,24","23,79",0,0,"0,9861","0,801","2,18","31,03","36,1","0,0991","0,0235","0,5205",0,0,"0,0816","0,0047","3,5","0,544","4,22","0,0297","0,1796","0,6018",0,0,"0,0267","0,0201","0,1422","0,7814","0,0306","0,1998","0,6589",0,0,"0,0273","0,0223","0,061","0,8587","0,0212","0,0061","0,1012",0,0,"0,015","0,001","0,8555","0,1073","0,2711","0,2426","222,29","248,74",,
tienda_trim,4413,,REFRIGERADO,Veterana,77,528,52.345,"98,95","0,4653","4,09",11,0,0,"0,9279","3,5","3,69","15,09","23,67","0,4653","4,09","10,95",0,0,"0,8988","3,49","2,34","15,04","22,23",0,0,"0,0544",0,0,"0,0291","0,0124","1,35","0,0544","1,44","0,0198","0,1731","0,4647",0,0,"0,0398","0,1487","0,1539","0,6378","0,0213","0,1842","0,4915",0,0,"0,0407","0,1574","0,1049","0,6757",0,0,"0,0272",0,0,"0,03","0,012","0,9308","0,0272","0,2403","0,2252","252,98","268,57",,
tienda_trim,4413,,CONGELADO,Veterana,77,411,17.612,"42,45","0,714","2,25","6,42",0,0,"0,7142","2,02","3,72","8,67","15,84","0,714","2,21","6,39",0,0,"0,7142","2,02","2,67","8,6","14,72",0,"0,0421","0,0244",0,0,0,0,"1,05","0,0665","1,12","0,0459","0,1414","0,4072",0,0,"0,046","0,1285","0,231","0,5486","0,0488","0,1479","0,4343",0,0,"0,0491","0,1369","0,183","0,5822",0,"0,0556","0,0068",0,0,0,0,"0,9376","0,0624","0,3774","0,3511",163,"173,57",,
tienda_trim,4413,,FRESCOS,Veterana,77,487,27.138,"55,72","0,7656",0,0,"12,28","0,7591","1,21","2,27","3,78","12,28","21,07","0,7656",0,0,"12,18","0,7591","1,19","2,21","3,22","12,18","20,32",0,0,0,"0,1044",0,"0,0239","0,0594","0,5639","0,1044","0,7516","0,0369",0,0,"0,5821","0,0356","0,0578","0,1074","0,1802","0,5821","0,0382",0,0,"0,5986","0,0367","0,0587","0,1088","0,159","0,5986",0,0,0,"0,1364",0,"0,0645","0,0527","0,7464","0,1364","0,3801","0,3666","159,53","165,17",,
tienda_trim,4413,,FYV,Veterana,77,380,27.976,"73,78","1,16",0,0,"7,98","3,25","1,09","3,41","2,99","7,98","19,88","1,16",0,0,"7,98","3,25","1,07","3,33","2,22","7,98","19,01",0,0,0,0,0,"0,0198","0,0756","0,7717",0,"0,867","0,0585",0,0,"0,402","0,1636","0,0552","0,1711","0,1496","0,402","0,061",0,0,"0,4195","0,1704","0,0563","0,1756","0,1171","0,4195",0,0,0,0,0,"0,0333","0,0333","0,9333",0,"0,2735","0,2616","224,21","233,81",,
tienda_trim,4413,,HORNO,Veterana,77,232,4.037,"17,54","0,3053","0,8427","1,51",0,0,"2,37","2,1","0,2362","2,36","7,36","0,3053","0,8427","1,36",0,0,"2,01","2,1","0,0406","2,2","6,65",0,0,"0,1594",0,0,"0,357",0,"0,1956","0,1594","0,712","0,0416","0,1154","0,2042",0,0,"0,3246","0,2931","0,021","0,3196","0,0435","0,1252","0,2017",0,0,"0,3068","0,3154","0,0073","0,3269",0,0,"0,2308",0,0,"0,6154",0,"0,1538","0,2308","0,436","0,3924","150,54","162,58",,
tienda_trim,4413,,PENDIENTES,Veterana,67,202,1.414,"6,61","0,8455","1,95","1,41",0,0,"0,4318","1,67","3,84","3,36","10,14","0,8026","1,83","1,39",0,0,"0,4318","1,67","2,11","3,22","8,24","0,0429","0,1209","0,0155",0,0,0,0,"1,73","0,1364","1,91","0,0836","0,1685","0,1307",0,0,"0,0488","0,1716","0,3969","0,2991","0,0942","0,2015","0,1559",0,0,"0,0619","0,2134","0,2731","0,3574","0,0286","0,061","0,0058",0,0,0,0,"0,9046","0,0668","1,93","1,57","40,99","50,62",,
tienda_trim,4443,,GLOBAL,Liebre,77,,374.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3041","0,2687"
tienda_trim,4443,,SECOS,Veterana,77,1.262,213.188,"167,1","0,5473","9,38","27,77",0,0,"0,5719","1,08","6,61","37,15","45,96","0,5204","9,38","27,17",0,0,"0,5306","1,04","1,34","36,55","39,98","0,027",0,"0,6003",0,0,"0,0413","0,041","5,27","0,6003","5,98","0,0118","0,2034","0,6045",0,0,"0,0124","0,0234","0,1445","0,8078","0,013","0,2332","0,6811",0,0,"0,0131","0,0258","0,0338","0,9143","0,0054",0,"0,0714",0,0,"0,0083","0,0052","0,9098","0,0714","0,2787","0,2429","218,42","251,71",,
tienda_trim,4443,,REFRIGERADO,Veterana,77,546,62.218,"112,65","0,2948","5,48","13,29",0,0,"0,703","2,04","5,17","18,77","26,98","0,2888","5,48","13,19",0,0,"0,703","2,03","2,01","18,67","23,69","0,0059",0,"0,1049",0,0,0,"0,0125","3,16","0,1049","3,29","0,0108","0,2007","0,494",0,0,"0,0259","0,0748","0,1939","0,6946","0,0121","0,2267","0,5644",0,0,"0,029","0,0836","0,0842","0,7911","0,0022",0,"0,0366",0,0,0,"0,005","0,9562","0,0366","0,2406","0,2107","253,05","290,55",,
tienda_trim,4443,,CONGELADO,Veterana,77,450,22.663,"49,73","0,2825","2,74","8,01",0,0,"0,7625","2,07","5,25","10,75","19,11","0,2825","2,74","7,86",0,0,"0,7494","2,05","2,23","10,6","15,91",0,0,"0,1472",0,0,"0,0131","0,015","3,02","0,1472","3,19","0,0146","0,1435","0,4179",0,0,"0,0398","0,1086","0,2756","0,5614","0,0177","0,1704","0,4963",0,0,"0,0463","0,1292","0,14","0,6667",0,0,"0,0456",0,0,"0,0021","0,0058","0,9465","0,0456","0,39","0,3241","156,99","189,95",,
tienda_trim,4443,,FRESCOS,Veterana,77,513,38.102,"73,6","0,4731",0,0,"16,17","1,32","0,9335","4,32","4,88","16,17","28,1","0,4731",0,0,"16,14","1,32","0,9163","4,3","2,42","16,14","25,57",0,0,0,"0,0292",0,"0,0172","0,0166","2,46","0,0292","2,53","0,0166",0,0,"0,5766","0,0467","0,0336","0,1539","0,1726","0,5766","0,0182",0,0,"0,6308","0,0512","0,0361","0,1687","0,0949","0,6308",0,0,0,"0,0062",0,"0,0154","0,0154","0,963","0,0062","0,3858","0,3505","159,09","174,42",,
tienda_trim,4443,,FYV,Veterana,77,406,26.351,"64,14","0,8365",0,0,"8,72","3,95","1,17","3,22","4,11","8,72","22,01","0,8365",0,0,"8,52","3,91","1,17","3,21","2,31","8,52","19,95",0,0,0,"0,1954","0,044",0,"0,0159","1,8","0,1954","2,05","0,0386",0,0,"0,3947","0,1783","0,0538","0,1482","0,1863","0,3947","0,0424",0,0,"0,4268","0,1939","0,0591","0,162","0,1158","0,4268",0,0,0,"0,0591","0,0467",0,"0,0085","0,8858","0,0591","0,3535","0,3195","177,42","195,13",,
tienda_trim,4443,,HORNO,Veterana,77,274,6.877,"25,22","0,4525","1,33","1,66",0,0,"0,7486","3,53","0,2274","2,99","7,95","0,4202","1,33","1,66",0,0,"0,7486","3,53","0,2274","2,99","7,91","0,0323",0,0,0,0,0,0,0,0,"0,0323","0,0527","0,1654","0,2094",0,0,"0,0954","0,4486","0,0284","0,3749","0,0507","0,1659","0,21",0,0,"0,0957","0,4494","0,0284","0,3759",1,0,0,0,0,0,0,0,0,"0,3327","0,3313","195,97","196,17",,
tienda_trim,4443,,PENDIENTES,Veterana,77,370,5.059,"13,25","0,7351","1,4","4,13",0,"0,031","0,5899","3,92","2,92","5,53","13,72","0,7351","1,38","3,77",0,"0,031","0,5899","3,89","1,26","5,15","11,65",0,"0,0249","0,3566",0,0,0,"0,0333","1,66","0,3815","2,07","0,0577","0,1009","0,2848",0,"0,002","0,0485","0,2934","0,2128","0,3857","0,0669","0,1158","0,3077",0,"0,002","0,0561","0,3374","0,1141","0,4234",0,"0,0058","0,1715",0,0,0,"0,0058","0,8169","0,1773","1,12","0,9497","60,39","69,67",,
tienda_trim,4458,,GLOBAL,Liebre,77,,277.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,2969","0,2931"
tienda_trim,4458,,SECOS,Veterana,77,1.051,155.912,"147,83","2,43","7,89","28,22",0,0,"1,75","0,7566","1,97","36,11","43,03","2,28","7,88","28,09",0,0,"1,7","0,7493","1,87","35,96","42,56","0,1489","0,0155","0,1288",0,0,"0,0586","0,0073","0,1062","0,1443","0,4653","0,0567","0,1833","0,6553",0,0,"0,0408","0,0177","0,0462","0,8386","0,0538","0,185","0,6594",0,0,"0,0399","0,0178","0,0442","0,8443","0,3378","0,0225","0,2596",0,0,"0,1236","0,0091","0,2473","0,2821","0,2919","0,2888","206,27","208,54",,
tienda_trim,4458,,REFRIGERADO,Veterana,77,447,48.997,"109,32","1,65","5,4","12,78",0,0,"0,961","2,12","1,88","18,18","24,79","1,64","5,34","12,7",0,0,"0,9364","2,12","1,79","18,04","24,52","0,0134","0,0676","0,0731",0,0,"0,0246",0,"0,0896","0,1407","0,2682","0,0668","0,2193","0,5137",0,0,"0,0387","0,0853","0,0762","0,733","0,0669","0,2189","0,5164",0,0,"0,0382","0,0861","0,0735","0,7353","0,0833","0,1667","0,25",0,0,"0,0833",0,"0,4167","0,4167","0,228","0,2257","265,14","268,12",,
tienda_trim,4458,,CONGELADO,Veterana,77,375,18.459,"49,15","1,54","2,79","7,75",0,0,"1,06","2,21","1,99","10,55","17,35","1,4","2,79","7,72",0,0,"1,04","2,21","1,97","10,51","17,14","0,1418",0,"0,0346",0,0,"0,0198",0,"0,0159","0,0346","0,2122","0,0902","0,1607","0,4445",0,0,"0,0618","0,1272","0,1158","0,6052","0,0831","0,1623","0,4481",0,0,"0,0614","0,1286","0,1165","0,6104","0,6364",0,"0,1818",0,0,"0,0909",0,"0,0909","0,1818","0,3579","0,3533","170,15","172,21",,
tienda_trim,4458,,FRESCOS,Veterana,77,413,29.194,"70,72","1,55",0,0,"15,87","1,32","1,22","4,44","1,77","15,87","26,16","1,55",0,0,"15,82","1,31","1,16","4,44","1,49","15,82","25,77",0,0,0,"0,0458","0,0161","0,0544",0,"0,2746","0,0458","0,3909","0,0594",0,0,"0,6059","0,0501","0,0466","0,1705","0,0675","0,6059","0,0603",0,0,"0,613","0,0503","0,0452","0,1729","0,0583","0,613",0,0,0,"0,1176","0,0283","0,0944",0,"0,7597","0,1176","0,3731","0,3674","162,43","164,72",,
